,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
1329,17249,629,5,254,2015,3,0,2,1.6,144000,4.0,1,2,3,1,4,0
1330,20385,779,6,8,2013,3,0,2,2.5,22400,5.0,2,2,1,1,3,8
1331,12231,-,3,3,2012,2,0,1,1.3,147000,4.0,1,2,1,2,1,8
1333,19757,-,6,27,2012,3,1,1,1.5,83200,4.0,1,2,1,1,4,8
1334,1490,1055,15,107,2013,3,1,2,3.5,130877,6.0,1,2,1,1,3,12
1335,314,1053,7,10,2014,3,1,3,3.5,149486,6.0,1,1,1,1,1,12
1336,33823,831,20,130,2017,1,1,2,1.6,80425,4.0,1,2,1,1,3,4
1337,470,761,6,6,2010,1,1,1,1.8,408997,4.0,1,2,1,1,3,12
1338,627,1077,6,13,2019,1,1,2,2.0,24339,4.0,1,2,1,1,5,12
1339,13589,836,5,7,2010,3,1,2,2.0,82764,4.0,1,2,1,1,2,4
1341,24462,-,5,7,2014,3,1,1,2.4,104000,4.0,2,2,1,1,1,6
1343,706,1646,1,61,2015,1,1,2,4.6,102907,8.0,1,1,1,1,2,0
1344,470,2225,1,61,2017,1,1,2,4.6,69918,8.0,1,1,1,1,3,0
1345,34905,891,5,43,2016,1,1,3,2.0,108782,4.0,1,2,1,1,1,4
1346,11917,-,10,339,2004,9,1,2,2.5,174000,6.0,2,3,2,1,1,6
1348,40,-,3,3,2003,2,0,2,1.5,15000,4.0,3,1,1,2,1,4
1349,314,2410,7,10,2010,3,1,3,6.2,274771,8.0,1,3,1,1,3,12
1350,11290,583,5,106,2011,2,1,3,1.6,51859,4.0,1,2,1,1,1,4
1351,50,-,6,28,2014,3,0,1,1.5,100000,4.0,1,3,1,2,2,0
1352,15681,2177,10,297,2006,7,1,2,3.0,46656,6.0,2,3,2,1,14,10
1353,5018,790,17,55,2009,3,1,2,1.6,159634,4.0,1,2,1,1,1,4
1354,30750,777,5,24,2014,8,1,3,2.5,146216,4.0,1,2,1,1,1,4
1355,15681,900,18,178,2015,3,0,2,2.4,68000,4.0,2,2,1,1,4,10
1356,12140,1047,5,14,2007,3,1,2,1.6,176869,4.0,1,2,1,1,1,4
1357,3700,-,7,340,2005,2,0,2,1.5,100000,4.0,1,2,1,2,3,5
1358,44533,-,6,13,2017,1,0,2,2.0,56000,8.0,2,2,1,1,5,0
1359,392,125,9,111,2015,3,1,1,3.0,154936,6.0,1,3,1,1,3,12
1360,6272,-,7,250,2005,3,1,2,1.9,122000,4.0,2,2,1,1,6,4
1361,20698,1055,7,10,2013,7,1,2,3.5,66500,6.0,1,3,2,1,14,12
1362,784,394,6,8,2014,3,1,1,2.5,102397,4.0,1,2,1,1,2,12
1363,8154,777,6,8,2014,3,1,2,2.5,53310,4.0,1,2,1,1,2,12
1364,81539,1935,1,61,2016,1,1,2,4.6,155976,8.0,1,1,1,1,3,0
1365,24462,-,5,5,2010,3,0,2,2.4,170000,4.0,2,2,1,1,1,10
1366,8467,-,15,107,2006,3,0,2,2.5,160000,6.0,1,2,1,1,2,6
1368,7527,1848,7,16,1996,3,0,3,2.2,380000,4.0,4,3,1,1,6,4
1369,19444,697,6,342,2015,3,0,2,1.8,68221,4.0,1,2,1,1,3,6
1370,47,1493,1,9,2016,1,1,2,3.5,65981,6.0,1,2,1,1,2,12
1371,7683,765,10,343,2015,3,1,2,2.0,0,4.0,1,3,1,1,3,12
1372,706,765,16,270,2015,3,1,2,2.0,111285,4.0,1,1,1,1,2,0
1373,1098,394,6,8,2014,3,1,1,2.5,398069,4.0,1,2,1,1,2,12
1374,20005,583,5,14,2011,3,1,2,1.6,115934,4.0,1,2,1,1,2,4
1375,10381,790,2,55,2009,3,1,2,1.6,132000,4.0,1,2,1,1,4,4
1376,15681,891,5,7,2016,3,1,6,2.0,235261,4.0,1,2,1,1,1,4
1377,11917,531,5,14,2012,3,1,2,1.6,130658,4.0,1,2,1,1,3,4
1379,19416,1131,20,70,2013,1,1,3,2.0,154162,4.0,1,2,1,1,5,4
1380,20385,-,6,6,2014,2,1,1,1.8,49000,4.0,1,2,1,1,1,12
1381,20071,1003,5,14,2016,3,1,6,1.6,27477,4.0,1,2,1,1,4,4
1382,13962,707,5,5,2011,1,1,3,2.0,240250,4.0,1,2,1,1,1,4
1383,61471,784,3,30,2017,2,1,2,1.5,41018,4.0,1,2,1,1,3,4
1384,17844,503,6,28,2012,2,1,2,1.5,112000,4.0,1,2,1,1,7,4
1385,7527,1236,3,3,2011,3,0,1,1.3,122233,4.0,3,2,1,2,5,0
1386,1098,394,6,8,2014,3,1,1,2.5,398069,4.0,1,2,1,1,2,12
1387,43905,919,7,47,2012,1,1,3,3.0,179520,6.0,1,1,1,1,5,8
1388,20244,639,20,70,2014,1,1,3,2.0,42202,4.0,1,2,1,1,4,4
1389,9408,777,4,344,2014,5,0,2,2.5,200968,4.0,2,2,1,1,3,4
1390,10958,586,2,50,2012,3,1,2,1.8,156779,4.0,1,2,1,1,2,4
1391,470,831,5,7,2011,1,1,1,2.4,278989,4.0,1,2,1,1,5,0
1392,21181,707,5,43,2011,1,1,3,2.0,114000,4.0,1,2,1,1,4,4
1393,39829,1811,1,61,2010,1,1,2,4.6,155821,8.0,1,1,1,1,2,0
1394,15994,-,3,49,2005,1,0,2,2.4,125000,4.0,4,1,1,1,2,6
1395,14269,586,6,6,2012,2,0,1,1.8,233562,4.0,1,2,1,1,1,8
1396,3763,1131,4,40,2013,3,1,1,2.0,320554,4.0,1,2,1,1,3,0
1397,3000,-,12,101,1999,2,0,2,1.4,217000,4.0,4,2,1,1,5,2
1398,31581,777,5,24,2014,8,1,3,2.5,96893,4.0,1,2,1,1,1,4
1399,23207,-,6,6,2013,2,0,1,1.8,72000,4.0,1,2,1,1,3,12
1400,6500,-,7,35,1996,3,0,2,1.8,230000,4.0,4,3,1,1,7,2
1401,131308,1968,5,5,2019,1,1,2,3.8,21281,4.0,1,2,1,1,3,4
1402,470,815,6,6,2011,3,1,1,1.8,353606,4.0,1,2,1,1,4,12
1403,470,862,4,4,2011,1,1,1,2.5,109781,4.0,1,1,1,1,3,12
1404,9095,-,10,65,2002,3,0,2,2.8,55556665,6.0,4,3,1,1,1,6
1405,16935,1481,10,21,2017,1,1,2,3.0,81658,6.0,1,1,1,1,3,12
1406,3136,259,2,78,2014,2,1,1,1.4,112123,4.0,1,2,1,1,1,12
1407,15681,1811,1,61,2010,1,1,2,4.6,275240,8.0,1,1,1,1,1,0
1408,20636,1131,5,43,2013,1,1,3,2.0,64259,4.0,1,2,1,1,4,4
1409,25402,751,18,274,2013,1,0,2,2.4,208077,4.0,1,2,1,1,1,7
1410,19914,891,5,7,2016,3,1,6,2.0,410884,4.0,1,2,1,1,3,4
1411,21953,891,5,345,2016,3,1,2,2.0,17600,4.0,2,2,1,1,2,6
1413,10976,-,6,44,2007,3,0,2,1.3,83000,4.0,1,2,1,2,1,4
1414,16621,1172,7,10,2011,3,1,3,3.5,119379,6.0,1,1,1,1,1,12
1415,14740,586,5,14,2012,3,1,2,1.8,87000,4.0,1,2,1,1,1,8
1416,17876,-,6,347,2007,3,0,6,2.4,167421,4.0,1,2,1,1,1,6
1417,47,1017,7,36,2017,1,1,2,2.0,43651,4.0,1,2,1,1,1,0
1418,11604,-,15,196,2002,1,0,2,2.0,135000,4.0,1,1,1,1,12,2
1419,10036,-,8,140,2001,2,0,2,1.6,147000,4.0,4,2,1,1,1,4
1420,10506,649,3,348,2010,2,0,2,1.5,164800,4.0,1,2,1,1,1,8
1421,9346,761,6,6,2010,2,1,1,1.8,226000,4.0,1,2,1,1,5,8
1422,7213,1172,6,85,2011,3,1,2,3.5,210538,6.0,1,2,1,1,3,12
1423,40092,1003,20,130,2016,1,1,3,1.6,82658,4.0,1,2,1,1,5,4
1424,25089,-,2,45,2014,1,1,2,3.0,103000,6.0,1,1,1,1,1,6
1425,5331,-,10,97,1995,3,1,2,2.5,300000,6.0,4,3,1,1,2,9
1428,51526,1017,5,5,2017,1,1,3,2.0,119986,4.0,1,2,1,1,5,4
1429,22266,-,6,6,2012,2,0,1,1.8,59000,4.0,3,2,1,1,2,12
1430,9095,475,2,78,2012,3,1,5,1.4,107169,4.0,1,2,1,1,2,8
1431,627,1308,10,172,2012,1,1,2,4.4,0,8.0,1,1,1,1,3,12
1432,862,447,3,156,2013,2,1,1,1.3,143597,4.0,1,2,1,1,1,0
1433,941,1055,1,1,2013,1,1,1,3.5,361603,6.0,1,2,1,1,2,12
1434,5331,1288,2,45,2007,1,1,3,2.0,50412,4.0,1,2,1,1,3,4
1435,6272,-,3,30,1995,2,0,2,1.5,272000,4.0,4,2,2,1,7,2
1436,9656,308,3,3,2015,2,1,1,1.5,152203,4.0,1,2,1,1,1,4
1437,392,1058,7,47,2012,1,1,2,3.5,138766,6.0,1,1,1,1,1,12
1438,4547,-,8,288,1996,3,0,4,1.8,0,4.0,4,2,1,1,5,2
1439,1568,1493,7,10,2016,3,1,3,3.5,77205,6.0,1,3,1,1,4,12
1440,392,1017,7,33,2017,3,1,2,2.0,1600,4.0,1,3,1,1,2,12
1441,1700,-,14,177,1996,6,0,2,1.6,10000,4.0,4,2,1,1,5,2
1442,941,1053,7,10,2014,3,1,2,3.5,99562,6.0,1,1,1,1,2,12
1443,5209,419,15,227,2013,2,1,2,1.2,86146,4.0,1,2,1,1,2,4
1444,14113,761,6,6,2010,3,0,1,1.8,277000,4.0,1,2,1,1,3,10
1445,12544,749,5,7,2014,3,1,2,2.4,89000,4.0,2,2,1,1,3,0
1446,12231,862,6,8,2011,3,0,1,2.5,123345,4.0,2,2,1,1,4,12
1447,549,1058,6,18,2012,1,1,1,3.5,0,6.0,1,1,1,1,4,12
1449,14113,-,6,350,2004,8,0,6,2.4,177000,4.0,1,2,1,2,1,4
1450,20789,836,5,5,2010,1,1,3,2.0,208130,4.0,1,2,1,1,1,4
1451,10349,1273,27,289,2015,3,1,2,3.5,70562,6.0,1,1,1,1,3,12
1453,5175,-,3,49,1996,1,0,4,2.0,240000,4.0,1,2,1,2,14,4
1454,1254,585,5,14,2013,2,1,2,1.8,93650,4.0,1,2,1,1,5,12
1455,549,380,4,205,2014,3,1,2,1.6,126715,4.0,1,2,1,1,3,12
1456,18503,-,6,8,2013,3,0,1,2.5,220000,4.0,3,2,1,1,3,10
1457,26657,919,7,47,2012,1,1,3,3.0,271701,6.0,1,1,1,1,3,12
1458,20500,-,6,8,2013,3,1,2,2.5,152000,4.0,2,2,1,1,2,8
1459,52059,1363,1,61,2012,1,1,2,4.6,229334,8.0,1,1,1,1,2,0
1460,19281,986,11,268,2010,1,1,2,2.4,140000,4.0,1,2,1,1,6,4
1461,627,1356,1,352,2014,3,1,2,4.6,208267,8.0,1,3,1,1,1,12
1462,18503,586,6,6,2012,2,0,1,1.8,160000,4.0,3,2,1,1,4,16
1463,3136,765,21,353,2015,3,1,2,2.0,82654,4.0,1,3,1,1,4,12
1464,32412,777,5,24,2014,8,1,3,2.5,131957,4.0,1,2,1,1,3,4
1465,16621,629,5,14,2015,3,1,2,1.6,135378,4.0,1,2,1,1,3,4
1467,42692,1003,20,130,2016,1,1,2,1.6,36000,4.0,1,2,1,1,5,4
1468,25716,-,6,355,2012,2,0,5,1.8,75000,12.0,1,2,1,1,1,10
1469,392,1017,7,356,2017,1,1,2,2.0,38918,4.0,1,1,1,1,3,12
1470,9095,2736,39,357,2017,3,1,2,5.7,55765,8.0,1,3,1,1,3,12
1471,3450,481,10,275,2017,3,1,1,2.0,0,4.0,1,3,1,1,2,12
1472,7213,1024,6,76,2010,1,1,2,2.5,108456,4.0,1,1,1,1,1,12
1473,11604,639,5,7,2014,3,1,6,2.0,312690,4.0,1,2,1,1,1,4
1474,282,1079,5,14,2018,3,1,2,2.0,17254,4.0,1,2,1,1,4,12
1475,2979,1079,5,14,2018,3,1,2,2.0,63195,4.0,1,2,1,1,2,12
1476,15681,1103,18,358,2015,3,1,2,3.0,53772,4.0,1,2,1,1,1,4
1477,12544,557,4,205,2013,2,1,2,1.7,72000,4.0,1,2,1,1,2,0
1478,52853,891,5,5,2016,1,1,3,2.0,89454,4.0,1,2,1,1,2,4
1479,18189,779,6,8,2013,3,1,2,2.5,90000,4.0,2,2,1,1,4,12
1480,33556,2195,10,21,2009,1,1,2,4.8,85000,6.0,2,1,1,1,2,5
1481,9408,-,7,58,1998,3,1,4,3.2,230000,6.0,1,3,1,1,2,6
1483,34635,1077,3,30,2019,3,1,2,2.0,2927,4.0,1,2,1,1,4,4
1484,17942,1131,2,51,2013,1,1,3,2.0,143743,4.0,1,2,1,1,3,4
1485,12074,585,5,14,2013,3,0,2,1.8,80699,4.0,1,2,1,1,2,0
1486,14269,761,6,6,2010,2,0,1,1.8,208000,4.0,1,2,1,1,5,8
1488,19757,-,12,25,2012,3,1,2,2.5,120800,5.0,2,2,1,1,1,6
1489,392,779,6,8,2013,3,1,1,2.5,124184,4.0,1,2,1,1,1,12
1490,52687,-,11,228,2010,1,0,2,3.8,103000,6.0,4,1,1,1,2,8
1491,706,1055,7,47,2013,1,1,2,3.5,127416,6.0,1,1,1,1,3,12
1492,8781,-,3,3,2005,2,1,2,1.5,170000,4.0,3,2,1,2,13,6
1493,7056,481,4,40,2017,3,1,1,2.0,112862,4.0,1,2,1,1,5,12
1494,41578,1003,20,130,2016,1,1,3,1.6,92888,4.0,1,2,1,1,2,4
1495,10036,1024,5,24,2010,8,1,3,2.5,60517,4.0,1,2,1,1,10,4
1496,10663,765,5,7,2015,3,1,6,2.0,333804,4.0,1,2,1,1,1,4
1497,12256,761,2,55,2010,3,1,2,1.8,176682,4.0,1,2,1,1,2,4
1499,314,753,5,43,2012,1,1,2,2.4,177080,4.0,1,2,1,1,1,0
1500,11604,-,4,220,2013,3,1,2,2.0,1000,4.0,2,2,1,1,3,6
1501,14000,-,34,208,2010,7,0,2,5.7,0,8.0,4,1,2,1,2,8
1502,40076,891,5,5,2016,1,1,3,2.0,150415,4.0,1,2,1,1,3,4
1503,7840,843,6,27,2008,2,0,2,1.5,180000,4.0,3,2,3,1,5,8
1504,157,831,5,7,2011,3,1,1,2.4,0,4.0,1,2,1,1,1,0
1507,7683,810,5,14,2016,3,1,2,1.8,121840,4.0,1,2,1,1,5,12
1508,13178,687,5,14,2010,3,1,2,1.6,86660,4.0,1,2,1,1,1,4
1509,81539,1935,1,61,2016,1,1,2,4.6,155976,8.0,1,1,1,1,3,0
1510,49550,-,7,335,2012,1,1,2,5.5,105000,8.0,2,1,1,1,3,12
1511,549,1190,6,26,2014,3,1,2,4.0,238203,6.0,1,1,1,1,4,12
1512,11133,394,6,8,2014,3,1,1,2.5,179381,4.0,1,2,1,1,2,12
1513,1882,442,6,6,2017,3,1,1,1.8,47672,4.0,1,2,1,1,3,12
1514,10976,-,7,35,2009,3,0,2,1.8,214500,4.0,4,3,1,1,2,4
1515,34572,697,3,30,2015,3,1,2,1.8,67190,4.0,1,2,1,1,3,4
1517,17249,749,5,7,2014,3,1,2,2.4,111111,6.0,2,2,1,1,3,6
1518,4200,-,7,35,2001,3,0,2,2.0,307651,4.0,4,3,1,2,5,6
1519,28225,934,6,76,2015,1,1,2,2.5,73931,4.0,1,2,1,1,1,0
1520,3607,781,6,8,2012,3,1,1,2.5,156518,4.0,1,2,1,1,3,12
1521,18033,-,5,362,2013,3,0,2,1.8,88600,4.0,1,2,1,1,3,6
1522,125,1664,6,131,2013,7,1,2,5.7,234683,8.0,1,3,1,1,3,12
1523,10672,1131,2,51,2013,1,1,3,2.0,71338,4.0,1,2,1,1,1,4
1524,43905,-,7,363,2009,1,1,2,4.4,160000,6.0,1,1,1,1,2,6
1525,9408,-,7,364,2007,3,0,2,1.7,142000,4.0,2,2,1,2,1,8
1526,18660,723,18,365,2016,3,1,3,1.6,29420,4.0,1,2,1,1,1,4
1527,549,585,6,6,2013,3,1,1,1.8,298248,4.0,1,2,1,1,3,12
1528,18817,-,33,248,2011,2,1,2,1.6,123984,4.0,1,2,1,1,6,8
1529,470,934,15,107,2015,3,1,2,2.5,118045,4.0,1,2,1,1,1,12
1531,1960,1172,4,366,2011,1,1,2,3.5,193013,6.0,1,1,1,1,3,12
1532,20005,707,20,88,2011,1,1,3,2.0,200241,4.0,1,2,1,1,2,4
1533,11290,-,6,6,2007,2,1,1,1.5,297600,4.0,1,2,1,1,8,6
1534,13799,639,5,7,2014,3,1,6,2.0,185302,4.0,1,2,1,1,3,4
1535,2979,125,5,112,2013,3,1,2,1.6,185570,4.0,1,2,1,1,2,12
1536,4861,1058,7,10,2012,3,1,3,3.5,128202,6.0,1,3,1,1,2,12
1537,58172,784,3,30,2017,2,1,2,1.5,26166,4.0,1,2,1,1,2,4
1538,7840,-,35,367,2003,3,1,6,2.0,110000,4.0,2,2,1,1,13,4
1539,53154,891,5,5,2016,1,1,3,2.0,80737,4.0,1,2,1,1,5,4
1540,6272,-,8,368,1999,3,0,2,1.6,100000,4.0,4,2,1,1,5,3
1541,31581,915,5,24,2014,8,1,3,3.0,114142,4.0,1,2,1,1,1,4
1543,251,584,5,14,2014,3,1,2,1.8,40963,4.0,1,2,1,1,5,12
1544,9252,765,5,7,2015,3,1,6,2.0,546691,4.0,1,2,1,1,9,4
1545,8467,174,3,3,2012,2,0,1,1.3,60000,4.0,3,2,1,2,2,4
1546,12388,1399,7,10,2010,3,1,3,3.5,189530,6.0,1,1,1,1,2,12
1547,627,585,6,6,2013,2,1,1,1.8,247651,4.0,1,2,1,1,7,12
1548,45734,1091,5,24,2016,6,1,3,2.5,61057,4.0,1,2,1,1,2,4
1549,19757,-,5,369,2011,3,1,1,2.4,179200,4.0,2,2,1,1,4,6
1550,11299,639,5,7,2014,3,1,6,2.0,54546,4.0,1,2,1,1,1,4
1551,862,1249,16,54,2017,1,1,2,2.5,74562,4.0,1,1,1,1,4,0
1552,1725,1292,7,370,2016,3,1,2,3.0,49968,6.0,1,1,1,1,3,12
1554,251,1750,6,18,2008,1,1,1,3.3,318467,6.0,1,1,1,1,5,12
1555,1568,831,2,2,2011,1,1,2,2.4,80000,4.0,1,2,1,1,3,12
1556,11177,502,6,28,2013,2,1,2,1.5,133682,4.0,1,2,1,1,3,4
1558,23138,836,5,5,2010,1,1,3,2.0,188083,4.0,1,2,1,1,2,4
1559,10976,-,6,6,2005,2,0,1,1.5,259000,4.0,3,2,1,1,3,2
1560,470,586,6,6,2012,2,1,1,1.8,373634,4.0,1,2,1,1,3,12
1561,19757,-,12,25,2012,3,1,2,2.5,120640,5.0,2,2,1,1,1,6
1562,81539,1935,1,61,2016,1,1,2,4.6,155976,8.0,1,1,1,1,3,0
1563,314,1172,7,10,2011,3,1,3,3.5,132630,6.0,1,3,1,1,1,12
1564,14113,308,6,6,2014,1,1,1,1.8,339710,4.0,1,2,1,1,3,12
1565,5959,1438,8,207,2003,5,0,3,1.7,235000,4.0,4,3,2,1,5,2
1566,25089,-,6,76,2012,1,0,2,2.5,83500,4.0,1,1,1,1,14,4
1567,16308,585,5,14,2013,3,0,2,1.8,50545,4.0,2,2,1,1,4,8
1568,6429,1282,2,45,2007,1,1,3,2.0,76198,4.0,1,2,1,1,1,4
1569,12544,639,4,220,2014,3,0,2,2.0,81000,4.0,1,2,1,1,4,0
1570,549,1172,1,237,2011,3,1,2,3.5,229736,6.0,1,2,1,1,4,12
1571,7840,4508,10,371,2001,6,0,2,1.9,183000,4.0,2,3,1,2,2,6
1573,87497,-,18,278,2019,1,1,2,2.4,0,4.0,2,1,1,1,4,6
1574,862,1024,4,4,2010,1,1,1,2.5,174926,4.0,1,2,1,1,4,0
1575,282,1399,1,1,2010,1,1,1,3.5,311949,6.0,1,2,1,1,1,12
1576,16599,531,5,14,2012,3,1,2,1.6,125581,4.0,1,2,1,1,1,4
1577,15367,562,23,82,2015,7,0,2,1.4,19000,4.0,4,2,1,1,4,10
1578,11604,-,7,139,2003,3,0,3,2.2,299000,4.0,2,3,1,1,1,0
1579,23207,-,6,76,2010,1,1,2,2.0,167300,4.0,3,1,3,1,5,8
1581,8781,-,6,121,2002,2,0,2,1.5,117000,4.0,1,1,1,2,7,4
1582,64463,880,5,7,2018,3,1,2,1.6,5187,4.0,1,2,1,1,4,4
1583,40,-,6,6,2010,3,0,1,1.8,256000,6.0,1,2,1,1,3,1
1584,18503,-,6,6,2010,3,0,2,1.8,162000,4.0,1,2,1,1,4,12
1585,1333,289,4,4,2008,1,1,1,0.4,349288,4.0,1,2,1,1,5,0
1586,35736,777,5,24,2014,8,1,3,2.5,110483,4.0,1,2,1,1,10,4
1587,25638,501,6,28,2014,2,1,2,1.5,35000,4.0,1,2,1,1,9,4
1588,7213,-,7,373,1999,7,1,2,4.3,115000,8.0,2,3,2,1,1,4
1589,15681,-,6,6,2010,2,0,2,1.8,0,4.0,1,2,1,1,4,8
1590,5331,-,8,140,1997,5,0,4,1.6,0,4.0,4,2,1,1,3,2
1591,11917,753,5,256,2012,3,1,2,2.4,113824,4.0,1,2,1,1,2,4
1592,8154,1172,1,374,2011,3,1,2,3.5,259066,6.0,1,1,1,1,1,12
1594,18826,380,5,14,2014,3,1,3,1.6,111232,4.0,1,2,1,1,3,4
1595,3293,815,1,110,2011,2,1,1,1.8,224267,4.0,1,2,1,1,1,0
1597,392,815,6,6,2011,1,1,1,1.8,146184,4.0,1,2,1,1,3,12
1598,7840,-,15,221,2003,3,0,2,2.3,145000,6.0,1,2,1,2,5,4
1599,15053,815,6,6,2011,2,0,1,1.8,14900,4.0,1,2,1,1,1,10
1600,17562,697,3,375,2015,7,0,2,1.8,58190,4.0,1,2,2,1,2,6
1601,40889,697,3,30,2015,3,1,2,1.8,29000,4.0,1,2,1,1,2,4
1602,11133,1277,5,5,2018,3,1,2,2.4,56150,4.0,1,2,2,1,5,12
1603,392,781,12,25,2012,3,1,2,2.5,220846,5.0,1,2,1,1,2,12
1604,17000,584,15,376,2014,3,0,2,1.8,48000,4.0,1,2,1,1,4,4
1605,18503,1003,5,14,2016,3,1,6,1.6,29864,4.0,1,2,1,1,1,4
1606,7683,1090,2,45,2008,1,1,3,2.0,67233,4.0,1,2,1,1,2,4
1607,862,394,6,8,2014,3,1,1,2.5,130478,4.0,1,2,1,1,3,12
1608,188,751,2,2,2013,1,1,2,2.4,149445,4.0,1,1,1,1,3,12
1609,112900,-,19,377,2019,1,1,2,3.0,6000,6.0,2,1,1,1,3,10
1611,15053,862,4,40,2011,3,1,1,2.5,154000,4.0,1,2,1,1,3,10
1612,51746,1620,7,19,2006,8,0,3,2.2,32000,4.0,4,3,1,1,3,4
1613,37633,-,28,379,2013,3,1,1,2.0,82817,4.0,3,2,1,1,3,12
1614,18817,1018,10,380,2011,3,1,2,3.0,107000,6.0,2,3,1,1,5,10
1615,39559,765,5,43,2015,1,1,3,2.0,89423,4.0,1,2,1,1,4,4
1616,35046,639,5,43,2014,1,1,3,2.0,117856,4.0,1,2,1,1,1,4
1617,13172,707,5,5,2011,1,1,3,2.0,72366,4.0,1,2,1,1,3,4
1618,1568,2018,6,131,2015,1,1,2,5.7,128000,8.0,1,1,1,1,3,12
1619,11290,-,3,3,2013,2,0,2,1.5,120000,4.0,3,2,1,2,4,4
1620,627,473,2,50,2014,3,1,2,1.4,201974,4.0,1,2,1,1,3,12
1621,21953,836,5,5,2010,1,1,3,2.0,174000,4.0,1,2,1,1,1,4
1622,35,-,6,6,2008,3,1,1,1.5,999999,6.0,1,2,1,1,3,6
1623,26613,639,2,154,2014,3,1,2,2.0,121800,4.0,1,2,1,1,3,4
1624,34889,831,3,30,2018,7,1,2,1.5,16125,4.0,1,2,1,1,2,4
1625,40142,1811,1,17,2010,1,1,2,4.6,357246,8.0,1,1,1,1,4,0
1626,96915,1076,5,5,2020,1,1,2,2.0,21,4.0,1,2,1,1,4,4
1627,2195,815,5,14,2011,1,1,2,1.8,308501,4.0,1,2,1,1,5,12
1629,5331,584,2,50,2014,1,1,2,1.8,45680,4.0,1,2,1,1,11,4
1630,627,585,6,6,2013,2,1,1,1.8,0,4.0,1,2,1,1,1,12
1632,9408,-,6,247,2002,8,0,2,2.4,200000,4.0,1,1,1,2,3,4
1633,15681,-,5,112,2011,2,0,2,1.6,115200,4.0,2,2,2,1,9,12
1634,8947,790,2,55,2009,3,1,3,1.6,38254,4.0,1,2,1,1,4,4
1635,8467,-,15,383,2006,2,1,2,1.5,139000,4.0,3,2,1,2,2,6
1636,16621,761,6,6,2010,3,0,2,1.8,174000,8.0,1,2,1,1,3,10
1637,18817,-,5,14,2015,3,0,2,1.8,56000,4.0,2,2,1,1,5,10
1638,314,639,16,54,2014,1,1,2,2.0,110098,4.0,1,1,1,1,3,0
1639,3450,-,16,83,2000,3,0,4,2.0,200000,4.0,1,1,1,2,2,2
1640,12858,815,6,6,2011,2,0,1,1.8,116000,4.0,3,2,1,1,4,12
1641,2509,1017,7,36,2017,1,1,2,2.0,44477,4.0,1,2,1,1,5,0
1642,10406,687,5,14,2010,3,1,2,1.6,100963,4.0,1,2,1,1,1,4
1643,9095,473,2,50,2014,3,0,2,1.4,52000,4.0,1,2,1,1,3,8
1645,9593,447,3,3,2013,6,1,1,1.3,112405,4.0,1,2,1,1,2,4
1646,12388,1399,7,10,2010,3,1,3,3.5,189530,6.0,1,1,1,1,2,12
1647,94,1202,5,7,2017,3,1,2,2.4,130678,4.0,1,2,1,1,3,12
1648,17562,-,6,27,2012,2,0,2,1.5,192000,4.0,1,2,1,1,3,4
1649,9722,1268,6,28,2012,2,0,1,1.5,125000,4.0,1,2,1,2,1,2
1650,627,586,1,110,2012,2,1,1,1.8,192683,4.0,1,2,1,1,3,0
1651,30,-,3,3,2005,2,0,2,1.3,145000,4.0,1,2,1,2,3,4
1652,7840,-,26,385,2006,2,0,2,1.5,19000,4.0,1,1,1,2,1,4
1653,392,1514,1,17,2011,3,1,2,4.6,202048,8.0,1,1,1,1,3,0
1654,12600,988,6,6,2007,2,1,1,1.5,170000,4.0,1,2,1,1,1,6
1655,4861,333,4,40,2014,3,1,1,2.0,124493,4.0,1,2,1,1,3,0
1656,42601,784,6,28,2017,2,1,2,1.5,17247,4.0,1,2,1,1,2,4
1658,17942,125,5,14,2013,3,1,2,1.6,196448,4.0,1,2,1,1,2,4
1659,23408,707,5,5,2011,1,1,3,2.0,176635,4.0,1,2,1,1,3,4
1660,18817,891,5,7,2016,3,1,6,2.0,287140,4.0,1,2,1,1,3,4
1661,330,765,6,8,2015,3,0,2,2.0,0,4.0,1,2,1,1,2,0
1662,69935,1646,1,17,2015,1,1,2,4.6,273493,8.0,1,1,1,1,1,0
1664,15063,1024,5,24,2010,8,1,3,2.5,52717,4.0,1,2,1,1,2,4
1665,627,586,6,6,2012,2,1,1,1.8,435560,4.0,1,2,1,1,3,12
1666,24462,-,2,386,2014,2,1,5,1.4,90000,4.0,3,2,1,1,14,8
1667,13485,-,6,6,2012,2,1,1,1.8,0,4.0,1,2,1,1,3,8
1668,627,1750,6,18,2008,1,1,1,3.3,277405,6.0,1,1,1,1,4,12
1669,13877,531,5,254,2012,3,1,3,1.6,213131,4.0,1,2,1,1,4,4
1670,29793,-,1,9,2008,1,1,4,3.5,73000,6.0,1,1,1,1,1,10
1671,1176,934,21,93,2015,3,1,2,2.5,142800,4.0,1,2,1,1,4,12
1672,59464,971,20,88,2016,1,1,3,2.2,43877,4.0,1,2,1,1,11,4
1673,56136,1017,7,33,2017,3,1,2,2.0,50963,4.0,1,3,1,1,2,12
1674,46728,1811,1,61,2010,1,1,2,4.6,260771,8.0,1,1,1,1,2,0
1676,27284,986,1,387,2010,3,1,1,2.4,169000,4.0,1,2,1,1,2,10
